,Address,Suburb,Price,Bedrooms,Bathrooms,Garage,Land_Area,Floor_Area,Build_Year,Cbd_Dist,Nearest_Stn,Nearest_Stn_Dist,Date_Sold,Postcode,Nearest_Sch,Nearest_Sch_Dist
195,1 Harrier Way,Beldon,395000,3,1,1,461,130,1985,21.3,Edgewater Station,0.6,11-2017,6027,Belridge Secondary College,1.2
196,1 Hartle Lane,Brookdale,311850,4,2,2,471,154,2014,28.0,Armadale Station,1.9,10-2013,6112,Armadale Senior High School,1.2
197,1 Hartley Street,Coolbellup,499000,4,2,2,613,230,1969,15.3,Murdoch Station,5.4,03-2017,6163,Seton Catholic College,0.6
198,1 Hartwell Parade,Jandakot,620000,4,2,2,815,228,2002,17.4,Cockburn Central Station,1.9,02-2019,6164,Lakeland Senior High School,0.9
199,1 Harwood Pass,Darling Downs,660000,5,3,2,4297,269,2004,30.4,Armadale Station,4.3,07-2018,6122,Armadale Senior High School,3.5
200,1 Harwood Street,Hilton,560003,3,2,2,537,175,1953,14.4,Fremantle Station,4.0,08-2016,6163,Seton Catholic College,1.2
201,1 Hazlett Close,South Lake,481000,4,2,1,703,123,1985,17.3,Cockburn Central Station,2.9,07-2016,6164,Lakeland Senior High School,0.9
202,1 Hebb Court,Parkerville,635000,3,1,6,20070,160,2001,29.4,Midland Station,14.8,06-2016,6081,Mundaring Christian College,3.6
203,1 Hennessy Drive,Ashby,430000,4,2,2,570,187,2005,25.0,Joondalup Station,3.2,07-2020,6065,Wanneroo Secondary College,3.2
204,1 Henrietta Court,Coogee,727000,4,2,2,691,245,1998,20.8,Cockburn Central Station,8.1,09-2015,6166,Port School,4.6
205,1 Henty Court,Mirrabooka,450000,4,1,1,723,187,1985,10.8,Warwick Station,6.2,04-2015,6061,John Septimus Roe Anglican Community School,0.6
206,1 Heslop Road,Lesmurdie,705000,5,2,3,1000,223,2000,19.5,Madding,9.4,04-2018,6076,St Brigid'S College,0.7
207,1 Hewlett Turn,Tapping,470000,4,2,2,594,250,2002,26.7,Currambine Station,4.6,07-2018,6065,Joseph Banks Secondary College,2.1
208,1 Hillcrest Drive,Darlington,474000,3,2,3,2851,240,1974,21.8,Midland Station,8.8,01-2018,6070,Treetops Montessori School,1.2
209,1 Hilliger Turn,Jane Brook,515000,4,2,2,430,168,2015,21.3,Midland Station,6.4,02-2016,6056,Swan View Senior High School,3.3
210,1 Hilltop Close,Mahogany Creek,272500,3,1,2,1799,140,1987,27.4,Midland Station,13.5,01-2005,6072,Mundaring Christian College,3.5
211,1 Hitek Court,Merriwa,280000,4,2,2,599,105,1990,34.0,Clarkson Station,3.0,11-2020,6030,Quinns Baptist College,0.6
212,1 Holmesdale Road,Woodbridge,575000,3,1,2,510,112,1935,14.5,Woodbridge Station,0.4,10-2016,6056,Governor Stirling Senior High School,0.8
213,1 Holywell Street,Middle Swan,495000,4,3,2,500,180,2012,16.9,Midland Station,2.2,01-2013,6056,La Salle College,0.9
214,1 Honister Close,Balga,290000,4,1,2,714,132,1984,11.1,Warwick Station,4.2,08-2019,6061,Balga Senior High School,0.7
215,1 Hood Street,Forrestfield,365000,3,1,2,700,120,1984,15.4,Madding,6.2,09-2020,6058,Heritage College Perth,2.0
216,1 Horsemans View,Roleystone,670000,5,2,7,2783,284,2011,29.8,Sherwood Station,7.2,01-2019,6111,Southern Hills Christian College,6.1
217,1 Hulbert Street,South Fremantle,1200000,4,2,3,455,103,1965,16.8,Fremantle Station,2.7,01-2018,6162,Fremantle College,1.4
218,1 Huntington Road,Coogee,910000,3,3,2,706,280,1986,20.0,Fremantle Station,7.3,02-2019,6166,Port School,3.6
219,1 Hydra Close,Rockingham,340000,3,1,2,725,105,1970,39.7,Rockingham Station,2.6,01-2019,6168,Rockingham Senior High School,0.9
220,1 Hynes Road,Dalkeith,1800000,4,2,2,1072,233,1985,8.2,Claremont Station,1.9,02-2015,6009,Methodist Ladies' College,1.7
221,1 Ingot Lane,Harrisdale,492000,4,2,2,446,197,2008,19.3,Cockburn Central Station,6.8,09-2020,6112,Carey Baptist College,0.6
222,1 Iona Place,Cannington,543800,4,2,2,527,158,1996,9.9,Queens Park Station,0.5,11-2017,6107,Sevenoaks Senior College,0.5
223,1 Irma Way,Butler,360000,4,2,2,568,151,2006,37.3,Butler Station,1.0,04-2020,6036,Butler College,1.0
224,1 Ironcap Grove,Wandi,305000,4,2,2,439,185,2015,27.6,Kwinana Station,4.3,06-2015,6167,Gilmore College,6.0
225,1 Ivythorne Grove,Kiara,210000,3,1,2,534,125,1992,10.5,Ashfield Station,3.4,09-2013,6054,Kiara College,0.5
226,1 Jacolite Street,Darch,530000,4,2,2,597,211,2006,15.7,Greenwood Station,6.3,08-2019,6065,Ashdale Secondary College,0.7
227,1 Jade Grove,Edgewater,480000,4,2,2,723,185,1982,21.7,Edgewater Station,0.6,02-2017,6027,Mater Dei College,0.7
228,1 Jaffa Close,Seville Grove,375000,3,2,2,647,129,1994,24.6,Sherwood Station,2.5,10-2016,6112,Cecil Andrews College,0.8
229,1 Jamaican Road,Safety Bay,372500,3,2,1,688,160,1980,41.0,Rockingham Station,2.5,09-2017,6169,Safety Bay Senior High School,0.5
230,1 Jameson Street,Mosman Park,980000,3,2,2,1140,135,1989,11.3,Vic,1.2,09-2017,6012,Iona Presentation College,0.9
231,1 Jaraba Avenue,Gooseberry Hill,1400000,3,2,1,2819,189,1920,17.8,Midland Station,9.2,12-2015,6076,Kalamunda Senior High School,1.8
232,1 Jarrah Lane,Mount Claremont,1210000,3,2,2,309,220,2002,6.6,Loch Street Station,0.4,12-2020,6010,John Xxiii College,1.2
233,1 Jecks Street,Maida Vale,508000,4,2,2,561,199,2003,15.1,Midland Station,7.5,09-2020,6057,Darling Range Sports College,2.2
234,1 Jeffrey Loop,Brookdale,315000,4,2,2,330,123,2014,28.0,Armadale Station,1.8,03-2017,6112,Armadale Senior High School,1.0
235,1 Johnson Avenue,Guildford,561000,2,1,2,357,151,1900,11.9,Guildford Station,0.4,10-2019,6055,Guildford Grammar School,1.4
236,1 Jolimont Terrace,Jolimont,1100000,3,1,1,466,172,1920,4.6,Daglish Station,0.9,06-2014,6014,Shenton College,1.9
237,1 Jura Court,Duncraig,575000,3,1,1,739,129,1980,15.3,Greenwood Station,1.7,07-2018,6023,Greenwood College,1.2
238,1 Jurien Close,Warnbro,301000,4,2,1,714,104,1993,43.5,Warnbro Station,1.0,09-2018,6169,Warnbro Community High School,1.3
239,1 Kadi Court,Marangaroo,380000,3,1,2,486,116,1990,13.2,Warwick Station,4.8,07-2017,6064,Girrawheen Senior High School,0.4
240,1 Kalara Road,Koongamia,350000,3,1,1,692,96,1955,17.8,Midland Station,4.0,12-2014,6056,Swan View Senior High School,2.2
241,1 Kalara Way,Koongamia,172000,3,2,1,729,135,2003,17.7,Midland Station,3.9,09-2005,6056,Swan View Senior High School,2.2
242,1 Kalbarri Pass,Jane Brook,725000,4,2,2,641,239,2015,21.3,Midland Station,6.3,09-2016,6056,Swan View Senior High School,3.1
243,1 Kangaroo Entrance,Stratton,255000,3,1,2,539,90,1994,19.8,Midland Station,4.9,10-2019,6056,Swan Christian College,2.6
244,1 Kartner Road,Tapping,500000,4,2,2,652,191,2006,25.8,Currambine Station,4.6,01-2019,6065,Joseph Banks Secondary College,3.0
245,1 Kensington Street,Bellevue,520000,3,2,4,837,167,1999,17.6,Midland Station,3.2,03-2014,6056,Swan View Senior High School,1.6
246,1 Kent Street,Viveash,300000,3,1,2,850,104,1969,15.8,Midland Station,1.6,03-2010,6056,La Salle College,0.4
247,1 Kevin Street,Stoneville,533000,3,1,4,2024,167,1980,31.6,Midland Station,17.1,07-2014,6081,Mundaring Christian College,2.6
248,1 Kilmurray Elbow,Huntingdale,415000,4,2,2,600,137,2002,17.8,Thornlie Station,4.6,04-2020,6110,Southern River College,2.1
249,1 Kinkuna Way,City Beach,1645000,5,4,2,778,333,1974,10.0,Glendalough Station,5.6,09-2016,6015,Hale School,1.9
250,1 Kirkcolm Way,Warwick,655000,4,2,2,702,173,1982,13.5,Warwick Station,0.4,02-2018,6024,Warwick Senior High School,1.6
251,1 Kirke Cove,Merriwa,307000,4,2,2,462,149,2002,35.2,Butler Station,3.2,03-2018,6030,Alkimos Baptist College,0.4
252,1 Kirkstall Way,Sawyers Valley,405000,2,1,2,1833,109,1981,32.6,Midland Station,18.7,01-2008,6074,Mundaring Christian College,1.7
253,1 Knaphill Heights,Mirrabooka,458000,6,2,1,626,136,1989,10.8,Warwick Station,7.3,08-2016,6061,John Septimus Roe Anglican Community School,1.5
254,1 Kookaburra Terrace,Ballajura,335000,4,1,4,704,101,1990,13.4,Maylands Station,10.3,06-2018,6066,Ballajura Community College,1.1
255,1 Kutcharo Crescent,Joondalup,451000,3,1,1,729,114,1989,27.2,Currambine Station,0.7,03-2019,6027,Lake Joondalup Baptist College,1.6
256,1 Kyby Place,Carramar,719000,4,2,2,611,268,2006,28.0,Currambine Station,4.6,07-2020,6031,Joseph Banks Secondary College,0.9
257,1 Kyle Place,Swan View,726000,4,3,2,2002,470,1979,20.6,Midland Station,6.1,12-2016,6056,Swan View Senior High School,2.1
258,1 Lambeth Mews,Mount Claremont,2150000,5,3,2,1047,375,2000,7.7,Claremont Station,2.1,09-2016,6010,John Xxiii College,0.7
259,1 Lanark Street,Menora,875000,2,1,2,660,421,1930,3.6,Leederville Station,2.6,01-2007,6050,Mount Lawley Senior High School,1.3
260,1 Langham Street,Nedlands,1200000,4,2,4,540,213,2012,5.4,Shen,1.5,04-2019,6009,Shenton College,1.5
261,1 Lark Mews,Ballajura,550000,3,1,2,812,230,1989,13.5,Maylands Station,10.5,03-2020,6066,Ballajura Community College,1.4
262,1 Lauder Place,Kinross,525000,4,2,2,628,192,1994,28.6,Currambine Station,1.6,08-2017,6028,Lake Joondalup Baptist College,3.3
263,1 Laughton Way,Leeming,577000,3,2,2,329,138,2010,12.8,Murdoch Station,1.6,12-2019,6149,Willetton Senior High School,1.2
264,1 Lee Street,Forrestfield,305000,3,1,1,363,109,1981,15.3,Madding,6.6,01-2020,6058,Heritage College Perth,1.7
265,1 Lena Street,Beckenham,385000,4,1,1,771,121,1984,11.7,Beckenham Station,0.5,01-2017,6107,Sevenoaks Senior College,1.4
266,1 Lennoxtown Road,Duncraig,650000,5,2,1,701,179,1977,15.2,Greenwood Station,1.7,08-2020,6023,Greenwood College,1.1
267,1 Librizzi Parade,Sinagra,530000,4,2,2,654,239,2008,24.3,Joondalup Station,3.5,11-2016,6065,Wanneroo Secondary College,2.4
268,1 Lilypond Court,Ascot,555000,5,1,2,279,172,1995,8.8,Bassendean Station,2.5,06-2014,6104,Cyril Jackson Senior Campus,1.6
269,1 Linnett Brace,Darch,550000,4,2,2,545,208,2009,15.2,Greenwood Station,5.3,12-2019,6065,Kingsway Christian College,0.5
270,1 Lintonmarc Drive,Redcliffe,555000,4,2,2,496,169,2000,8.2,Ashfield Station,3.6,01-2017,6104,Belmont City College,1.9
271,1 Litchfield Crescent,Carramar,565000,3,2,2,677,190,2005,27.6,Currambine Station,4.7,01-2018,6031,Joseph Banks Secondary College,1.3
272,1 Lorient Close,Warnbro,800000,4,2,4,2706,224,1993,43.3,Warnbro Station,2.1,06-2020,6169,Living Waters Lutheran College,1.7
273,1 Luke Place,Ascot,580000,4,2,2,462,185,2003,9.1,Bassendean Station,2.4,10-2016,6104,Cyril Jackson Senior Campus,1.5
274,1 Lundy Cove,Kiara,365000,4,2,1,455,128,1992,10.8,Ashfield Station,3.7,11-2009,6054,Kiara College,0.2
275,1 Macdonald Road,Applecross,990000,3,1,4,401,84,1966,7.0,Canning Bridge Station,2.1,07-2017,6153,Applecross Senior High School,2.0
276,1 Mackie Place,Midvale,375000,4,2,1,404,121,1998,16.6,Midland Station,1.7,12-2012,6056,Youth Futures Community School,1.2
277,1 Maidos Street,Ashfield,358000,3,2,1,450,122,1997,8.1,Ashfield Station,0.5,06-2006,6054,Cyril Jackson Senior Campus,1.0
278,1 Maley Court,Ashfield,435000,4,2,2,600,129,1996,8.5,Ashfield Station,0.6,08-2006,6054,Cyril Jackson Senior Campus,0.6
279,1 Malibu Entrance,Iluka,1500000,5,4,2,639,467,2003,27.0,Currambine Station,2.8,09-2016,6028,Prendiville Catholic College,2.3
280,1 Malone Mews,Clarkson,299000,4,2,2,758,154,1996,33.5,Clarkson Station,2.7,09-2019,6030,Quinns Baptist College,0.4
281,1 Manhattan Concourse,Hilbert,445000,3,2,2,302,155,2016,27.4,Armadale Station,5.1,07-2016,6112,Dale Christian School,3.8
282,1 Mannaw Place,Hillman,315000,4,2,1,709,164,1976,38.3,Rockingham Station,0.4,03-2009,6168,Kolbe Catholic College,1.1
283,1 Mannix Pass,Queens Park,500000,4,2,2,441,160,2002,10.4,Canning,0.8,06-2016,6107,St Norbert College,0.8
284,1 Marconi Street,Morley,650000,3,1,2,801,240,2008,9.5,Ashfield Station,2.9,08-2020,6062,Hampton Senior High School,0.3
285,1 Margaret Road,Secret Harbour,700000,4,2,3,605,250,2007,52.4,Warnbro Station,9.9,10-2020,6173,Comet Bay College,1.3
286,1 Marich Cove,Atwell,442000,3,1,2,652,115,1994,20.0,Cockburn Central Station,1.0,07-2019,6164,Atwell College,1.4
287,1 Maritana Road,Kallaroo,470000,3,1,2,407,100,1978,20.8,Whitfords Station,3.4,10-2016,6025,St Mark'S Anglican Community School,1.0
288,1 Marker Road,Ocean Reef,940250,5,3,2,860,330,1988,23.6,Edgewater Station,3.5,05-2017,6027,Ocean Reef Senior High School,0.8
289,1 Markham Place,Bentley,375000,3,1,3,504,81,1986,8.5,Welshpool Station,1.3,05-2018,6102,St Norbert College,1.8
290,1 Maroma Loop,Burns Beach,672500,4,2,2,501,209,2012,28.4,Currambine Station,2.0,01-2019,6028,Lake Joondalup Baptist College,3.4
291,1 McBain Court,Langford,468000,4,2,2,703,184,1970,13.1,Thornlie Station,0.7,02-2018,6147,Langford Islamic College,1.4
292,1 McKenna Glen,Mount Claremont,1050000,4,2,2,476,201,1992,7.1,Loch Street Station,0.8,12-2017,6010,John Xxiii College,0.8
293,1 McKenzie Corner,Bertram,470000,4,2,2,646,279,2005,33.7,Kwinana Station,2.2,06-2016,6167,The King'S College,0.8
294,1 Meadow Place,Hocking,360000,3,1,1,680,114,1989,21.3,Edgewater Station,3.3,07-2020,6065,Wanneroo Secondary College,0.8
295,1 Meares Avenue,Parmelia,220000,4,2,2,711,118,2013,32.3,Wellard Station,2.6,06-2019,6167,Gilmore College,0.3
296,1 Melissa Street,Duncraig,950000,4,2,2,716,245,1983,17.4,Greenwood Station,1.8,10-2020,6023,Duncraig Senior High School,0.5
297,1 Melita Drive,Helena Valley,464000,3,2,2,276,110,2013,16.3,Midland Station,3.3,04-2017,6056,Youth Futures Community School,3.0
298,1 Melrose Crescent,Menora,1365000,4,3,3,1317,293,1955,3.2,Perth Station,3.1,05-2018,6050,Mount Lawley Senior High School,0.9
299,1 Memorial Avenue,Baskerville,1500000,3,1,1,54696,100,1974,22.3,Midland Station,10.2,10-2009,6056,Swan Valley Anglican Community School,2.6
300,1 Mercer Place,Thornlie,300000,3,1,2,675,90,1975,15.6,Thornlie Station,2.0,12-2019,6108,Thornlie Senior High School,0.3
301,1 Milina Street,Hillman,278000,3,1,2,780,88,1977,38.3,Rockingham Station,0.6,12-2014,6168,Kolbe Catholic College,0.7
302,1 Mingara Avenue,Harrisdale,1200000,4,3,2,753,438,2009,19.5,Kelmscott Station,7.4,04-2018,6112,Carey Baptist College,0.4
303,1 Mission Place,Cooloongup,430000,4,2,2,802,197,1992,38.4,Rockingham Station,0.7,09-2017,6168,Kolbe Catholic College,1.7
304,1 Moira Mews,Stratton,365000,4,2,2,568,125,1995,19.9,Midland Station,5.0,06-2015,6056,Swan View Senior High School,2.8
305,1 Monarch Way,Wattle Grove,486000,3,2,2,454,150,2012,13.8,Madding,5.0,11-2016,6107,Rehoboth Christian College,3.2
306,1 Montana Crescent,Dayton,430000,3,2,2,254,124,2014,14.8,Guildford Station,4.6,09-2015,6055,Kiara College,3.9
307,1 Montrose Way,Nollamara,300000,3,1,1,893,98,1992,8.3,Stirling Station,3.5,07-2020,6061,Dianella Secondary College,1.7
308,1 Moody Glen,Palmyra,740000,5,2,2,534,176,1998,12.8,Fremantle Station,4.0,09-2019,6157,Melville Senior High School,1.8
309,1 Moseley Drive,The Vines,859000,4,2,4,1638,315,2008,24.7,Woodbridge Station,14.5,12-2018,6069,Holy Cross College,2.2
310,1 Mosman Loop,Success,540000,4,2,2,545,199,2010,22.5,Cockburn Central Station,3.5,08-2019,6164,Atwell College,2.2
311,1 Mottee Road,Bateman,778000,4,2,2,757,182,1982,11.6,Murdoch Station,1.2,03-2016,6150,Corpus Christi College,0.4
312,1 Mudalla Way,Koongamia,385000,3,1,1,675,91,1959,18.1,Midland Station,4.2,09-2015,6056,Swan View Senior High School,2.1
313,1 Mulberry Lane,Mirrabooka,410000,2,1,1,728,83,1988,10.4,Warwick Station,6.9,02-2015,6061,John Septimus Roe Anglican Community School,1.0
314,1 Mulgrave Loop,Mindarie,610000,5,2,2,711,274,2004,33.6,Clarkson Station,3.1,11-2020,6030,Quinns Baptist College,0.3
315,1 Myhill Mews,Leda,215000,3,1,1,568,110,1993,35.0,Wellard Station,1.4,08-2017,6170,Peter Carnley Anglican Community School,1.3
316,1 Nardie Place,Hillman,320000,3,1,2,682,152,1976,38.2,Rockingham Station,0.5,06-2014,6168,Kolbe Catholic College,0.9
317,1 New Ross Lane,Waterford,1050000,4,2,3,606,293,2001,7.6,Canning Bridge Station,3.3,11-2011,6152,Clontarf Aboriginal College,0.2
318,1 Newman Place,Kenwick,370000,7,2,2,670,199,1975,14.8,Madding,1.9,08-2019,6107,Rehoboth Christian College,0.6
319,1 Newmarket Retreat,Currambine,540000,4,3,2,734,169,1998,25.6,Joondalup Station,1.4,11-2019,6028,Lake Joondalup Baptist College,0.8
320,1 newquay Street,Harrisdale,462500,4,2,2,451,190,2010,19.6,Cockburn Central Station,6.8,12-2018,6112,Carey Baptist College,0.8
321,1 Niagara Cove,Bentley,438000,5,2,4,439,135,1996,8.1,Welshpool Station,1.7,12-2018,6102,Canning College,1.6
322,1 Nicholas Crescent,Hilton,467500,2,1,2,900,110,1951,15.0,Fremantle Station,4.0,12-2015,6163,Seton Catholic College,1.1
323,1 Nobilis Street,Beeliar,500000,4,2,2,477,184,2015,20.7,Cockburn Central Station,4.8,08-2019,6164,Divine Mercy College,1.8
324,1 Norfolk Rise,Mount Claremont,1900000,5,2,4,969,352,1992,7.3,Loch Street Station,1.3,09-2019,6010,John Xxiii College,0.4
325,1 Northerly Avenue,Ascot,854000,3,2,2,304,189,2011,5.9,Bayswater Station,2.2,03-2015,6104,Belmont City College,2.9
326,1 Nyjong Street,Kenwick,350000,4,2,2,431,141,1999,15.2,Madding,0.8,10-2018,6107,St Francis' School,1.0
327,1 Oakwood Court,Beechboro,475000,4,2,2,594,158,1991,11.1,Bayswater Station,5.6,06-2017,6063,Kiara College,1.7
328,1 Oban Court,Duncraig,1115000,4,4,7,703,343,1980,15.2,Greenwood Station,1.9,07-2018,6023,Greenwood College,1.5
329,1 Odell Court,Carine,800000,4,2,4,712,120,1977,13.7,Warwick Station,1.4,12-2016,6020,Carine Senior High School,0.9
330,1 Odell Street,Secret Harbour,385000,4,2,2,572,209,2005,52.3,Warnbro Station,10.0,08-2019,6173,Comet Bay College,0.5
331,1 Offord Street,Armadale,176500,3,1,1,694,109,1977,26.8,Armadale Station,1.2,11-2019,6112,Dale Christian School,0.3
332,1 Ollis Street,Safety Bay,360000,4,1,2,931,121,1972,41.1,Rockingham Station,4.3,02-2018,6169,Safety Bay Senior High School,2.2
333,1 O'Mara Boulevard,Iluka,625000,4,2,2,355,225,2004,27.0,Currambine Station,2.1,11-2020,6028,Prendiville Catholic College,2.4
334,1 Orange Valley Road,Kalamunda,582500,3,1,3,1070,86,1930,18.9,Midland Station,11.1,11-2020,6076,Kalamunda Senior High School,0.1
335,1 Otway Street,Swanbourne,2302500,5,3,4,405,235,1930,9.0,Swanbourne Station,0.2,05-2016,6010,Scotch College,0.3
336,1 Palos Court,Sorrento,680000,4,2,3,607,210,1985,17.1,Greenwood Station,2.3,05-2020,6020,Duncraig Senior High School,0.7
337,1 Parish Lane,Churchlands,1400000,4,3,2,550,309,2003,7.1,Glendalough Station,2.5,06-2016,6018,Churchlands Senior High School,0.6
338,1 Park Lane,Kardinya,610000,4,2,2,549,182,1990,13.0,Murdoch Station,2.3,11-2019,6163,Kennedy Baptist College,0.9
339,1 Parkwood Avenue,Woodvale,554500,3,2,2,409,143,1992,20.4,Edgewater Station,1.1,11-2018,6026,Woodvale Secondary College,1.8
340,1 Peaceful Close,Marangaroo,420000,4,2,2,689,149,1998,14.6,Greenwood Station,5.7,06-2017,6064,Ashdale Secondary College,1.2
341,1 Pearson Crescent,Bull Creek,950000,6,3,6,691,260,1976,12.1,Murdoch Station,1.8,12-2017,6149,Willetton Senior High School,1.1
342,1 Peet Crescent,Trigg,780000,3,1,1,527,102,1974,11.8,Stirling Station,4.3,07-2016,6029,St Mary'S Anglican Girls' School,1.1
343,1 Pelion Court,Middle Swan,505000,4,2,2,484,184,2010,17.1,Midland Station,2.4,05-2014,6056,La Salle College,1.1
344,1 Penn Lane,Hammond Park,515000,4,2,2,604,215,2003,23.1,Cockburn Central Station,4.0,01-2020,6164,Atwell College,2.2
345,1 Penson Street,Singleton,345000,3,1,5,783,112,1990,56.8,Mandurah Station,8.1,07-2018,6175,Mandurah Baptist College,2.5
346,1 Pera Mews,Beldon,460000,4,1,2,718,120,1987,21.3,Edgewater Station,2.1,10-2014,6027,Belridge Secondary College,1.2
347,1 Peter Way,Rossmoyne,1778000,5,3,3,950,388,2013,10.1,Bull Creek Station,1.0,12-2018,6148,Rossmoyne Senior High School,0.7
348,1 Piermont Avenue,Burns Beach,900000,4,3,2,550,315,2008,28.2,Currambine Station,1.9,07-2017,6028,Lake Joondalup Baptist College,3.3
349,1 Pixie Place,Two Rocks,395000,5,2,4,536,227,2011,55.4,Butler Station,17.3,09-2020,6037,Yanchep Secondary College,6.6
350,1 Plover Way,Stirling,625000,3,2,3,641,164,1980,9.9,Stirling Station,2.1,08-2020,6021,Balcatta Senior High School,0.7
351,1 Poinsettia Grove,South Lake,499000,4,2,2,700,216,1994,16.3,Murdoch Station,3.6,06-2016,6164,Lakeland Senior High School,1.2
352,1 Point Link,Alkimos,595000,4,2,2,631,255,2011,42.6,Butler Station,4.3,01-2019,6038,Butler College,6.2
353,1 Polglase Fairway,Clarkson,379000,4,2,2,662,210,1998,32.1,Clarkson Station,1.5,09-2020,6030,Youth Futures Community School,0.5
354,1 Portland Way,Ridgewood,520000,4,2,2,653,166,2007,35.1,Clarkson Station,3.9,04-2015,6030,Alkimos Baptist College,1.4
355,1 Portsea Gardens,Jandakot,912000,4,3,2,593,323,1998,16.5,Cockburn Central Station,2.7,07-2014,6164,Lakeland Senior High School,1.2
356,1 Punai Place,Bickley,1000000,5,3,2,60024,236,1990,24.0,Madding,12.8,06-2009,6076,Carmel Adventist College,1.8
357,1 Pursuit Close,Middle Swan,407000,4,2,1,615,136,1992,18.2,Midland Station,3.3,10-2015,6056,Swan Christian College,2.0
358,1 Purvis Street,Hamilton Hill,470000,3,1,5,839,108,1960,15.9,Murdoch Station,5.7,07-2020,6163,Seton Catholic College,1.2
359,1 Quail Place,Langford,440000,4,1,1,800,116,1985,12.6,Thornlie Station,1.2,09-2015,6147,Langford Islamic College,1.0
360,1 Quenda Close,Beeliar,520000,4,2,2,545,211,2000,20.0,Cockburn Central Station,3.9,02-2019,6164,Divine Mercy College,0.8
361,1 Ragtime Court,Ascot,440000,3,2,1,250,99,1997,8.7,Bassendean Station,2.7,01-2016,6104,Cyril Jackson Senior Campus,1.7
362,1 Ramose Close,Heathridge,415000,3,1,1,712,96,1979,22.9,Joondalup Station,2.0,09-2020,6027,Belridge Secondary College,0.8
363,1 Reflection Mews,Safety Bay,419000,3,2,2,741,214,2005,41.0,Rockingham Station,4.1,07-2019,6169,Safety Bay Senior High School,2.0
364,1 Regatta Way,Alkimos,307000,4,2,2,370,144,2015,42.7,Butler Station,4.4,11-2019,6038,Yanchep Secondary College,6.3
